lg_code,pref,pref_kana,pref_roma,county,county_kana,county_roma,city,city_kana,city_roma,ward,ward_kana,ward_roma,efct_date,ablt_date,remarks
442011,大分県,オオイタケン,Oita,,,,大分市,オオイタシ,Oita-shi,,,,1947-04-17,,
442020,大分県,オオイタケン,Oita,,,,別府市,ベップシ,Beppu-shi,,,,1947-04-17,,
442038,大分県,オオイタケン,Oita,,,,中津市,ナカツシ,Nakatsu-shi,,,,1947-04-17,,
442046,大分県,オオイタケン,Oita,,,,日田市,ヒタシ,Hita-shi,,,,1947-04-17,,
442054,大分県,オオイタケン,Oita,,,,佐伯市,サイキシ,Saiki-shi,,,,1947-04-17,,
442062,大分県,オオイタケン,Oita,,,,臼杵市,ウスキシ,Usuki-shi,,,,1947-04-17,,
442071,大分県,オオイタケン,Oita,,,,津久見市,ツクミシ,Tsukumi-shi,,,,1947-04-17,,
442089,大分県,オオイタケン,Oita,,,,竹田市,タケタシ,Taketa-shi,,,,1947-04-17,,
442097,大分県,オオイタケン,Oita,,,,豊後高田市,ブンゴタカダシ,Bungotakada-shi,,,,1947-04-17,,
442101,大分県,オオイタケン,Oita,,,,杵築市,キツキシ,Kitsuki-shi,,,,1947-04-17,,
442119,大分県,オオイタケン,Oita,,,,宇佐市,ウサシ,Usa-shi,,,,1947-04-17,,
442127,大分県,オオイタケン,Oita,,,,豊後大野市,ブンゴオオノシ,Bungoono-shi,,,,1947-04-17,,
442135,大分県,オオイタケン,Oita,,,,由布市,ユフシ,Yufu-shi,,,,1947-04-17,,
442143,大分県,オオイタケン,Oita,,,,国東市,クニサキシ,Kunisaki-shi,,,,1947-04-17,,
443221,大分県,オオイタケン,Oita,東国東郡,ヒガシクニサキグン,Higashikunisaki-gun,姫島村,ヒメシマムラ,Himeshima-mura,,,,1947-04-17,,
443417,大分県,オオイタケン,Oita,速見郡,ハヤミグン,Hayami-gun,日出町,ヒジマチ,Hiji-machi,,,,1947-04-17,,
444618,大分県,オオイタケン,Oita,玖珠郡,クスグン,Kusu-gun,九重町,ココノエマチ,Kokonoe-machi,,,,1947-04-17,,
444626,大分県,オオイタケン,Oita,玖珠郡,クスグン,Kusu-gun,玖珠町,クスマチ,Kusu-machi,,,,1947-04-17,,
