lg_code,machiaza_id,rsdt_addr_flg,rep_lon,rep_lat,rep_srid,rep_scale,rep_src_code,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale,plygn_src_code,pos_oaza_cho_chome_code,pos_data_mnt_year,cns_bnd_s_area_kcode,cns_bnd_year
032018,0000101,0,141.159761,39.712453,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000102,0,141.186928,39.726758,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000103,0,141.469539,39.839858,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000104,0,141.267031,39.631883,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000105,0,141.183928,39.717342,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000109,0,141.169422,39.870797,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000110,0,141.242678,39.669953,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000111,0,141.188622,39.677064,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000112,0,141.204483,39.682786,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000113,0,141.232619,39.787583,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000114,0,141.209453,39.806083,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000115,0,141.164614,39.921869,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000117,0,141.0838,39.708394,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000118,0,141.333975,39.59455,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000119,0,141.230175,39.79875,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000122,0,141.199378,39.608353,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000123,0,141.118639,39.656989,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000124,0,141.150267,39.651186,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000125,0,141.128601,39.668596,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000126,0,141.276022,39.88355,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000129,0,141.322308,39.601328,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000130,0,141.22815,39.711842,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000131,0,141.156683,39.634797,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000133,0,141.1871,39.644714,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000134,0,141.109556,39.649072,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000135,0,141.199008,39.797417,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000136,0,141.21311,39.697237,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000138,0,141.157506,39.871436,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000139,0,141.136628,39.668686,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000140,0,141.17295,39.854408,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000142,0,141.201789,39.710842,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000144,0,141.322053,39.776392,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000145,0,141.181042,39.751505,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000146,0,141.173656,39.666658,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000147,0,141.466094,39.837247,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000148,0,141.271281,39.619189,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000149,0,141.311808,39.6188,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000150,0,141.257383,39.8873,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000151,0,141.463622,39.840831,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000152,0,141.178811,39.882603,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000153,0,141.176839,39.861269,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000154,0,141.111767,39.873681,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000156,0,141.196989,39.631019,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000158,0,141.174783,39.837603,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000159,0,141.157656,39.640269,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000160,0,141.386194,39.831402,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000161,0,141.12177,39.682973,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000162,0,141.377569,39.824869,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000165,0,141.434706,39.847442,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000166,0,141.168961,39.638825,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000167,0,141.116249,39.687721,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000168,0,141.256781,39.623133,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000169,0,141.189728,39.892297,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000170,0,141.250919,39.660272,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000171,0,141.153922,39.849658,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000172,0,141.250465,39.88296,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000173,0,141.192656,39.616158,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000177,0,141.228783,39.905436,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000178,0,141.232592,39.801528,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000179,0,141.420289,39.842192,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000181,0,141.163406,39.657242,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000182,0,141.167733,39.685869,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000183,0,141.171489,39.634047,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000184,0,141.173572,39.635714,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000185,0,141.186589,39.889214,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000186,0,141.25725,39.720347,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000187,0,141.394181,39.828397,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000188,0,141.310531,39.589967,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000189,0,141.216731,39.798111,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000190,0,141.146756,39.875575,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000191,0,141.157172,39.875075,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000192,0,141.230706,39.674425,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000193,0,141.153678,39.724175,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000195,0,141.168122,39.683786,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000196,0,141.329225,39.595133,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000197,0,141.467653,39.832758,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000198,0,141.172867,39.898158,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000200,0,141.161749,39.733899,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000201,0,141.230628,39.616575,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000202,0,141.182425,39.780583,EPSG:6668,25000,1,,,,,,0,,,,
032018,0000203,0,141.129892,39.692534,EPSG:6668,25000,1,,,,,,0,,,,
