lg_code,machiaza_id,rsdt_addr_flg,rep_lon,rep_lat,rep_srid,rep_scale,rep_src_code,plygn_fname,plygn_kcode,plygn_fmt,plygn_srid,plygn_scale,plygn_src_code,pos_oaza_cho_chome_code,pos_data_mnt_year,cns_bnd_s_area_kcode,cns_bnd_year
462012,0000101,0,130.484683,31.570686,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000102,0,130.566753,31.741811,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000103,0,130.555144,31.665292,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000104,0,130.578978,31.618264,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000105,0,130.52365,31.351375,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000106,0,130.496486,31.663011,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000107,0,130.447328,31.479278,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000108,0,130.495206,31.692086,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000109,0,130.545808,31.722367,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000110,0,130.708189,31.598069,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000111,0,130.558503,31.740617,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000112,0,130.709133,31.606375,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000113,0,130.504592,31.481225,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000114,0,130.532228,31.665264,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000115,0,130.523425,31.552244,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000116,0,130.512781,31.692589,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000117,0,130.461375,31.597344,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000118,0,130.700161,31.613986,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000119,0,130.708608,31.582914,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000120,0,130.548058,31.74645,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000121,0,130.468161,31.499056,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000122,0,130.477069,31.623122,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000123,0,130.4536,31.564714,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000124,0,130.491681,31.6509,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000125,0,130.5627,31.664458,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000126,0,130.403986,31.593039,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000127,0,130.557783,31.628764,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000128,0,130.649192,31.550108,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000129,0,130.421292,31.593678,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000130,0,130.510117,31.637097,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000131,0,130.499283,31.629875,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000132,0,130.542733,31.357958,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000133,0,130.512394,31.651931,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000134,0,130.459494,31.463444,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000135,0,130.590394,31.624931,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000136,0,130.492622,31.709531,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000137,0,130.53095,31.655264,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000138,0,130.517506,31.639875,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000139,0,130.556836,31.709394,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000140,0,130.476511,31.710281,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000141,0,130.522033,31.649319,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000142,0,130.523394,31.655125,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000143,0,130.505619,31.531606,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000144,0,130.441792,31.603983,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000145,0,130.474983,31.671308,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000146,0,130.432739,31.539103,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000147,0,130.490689,31.493665,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000148,0,130.471822,31.568436,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000149,0,130.528092,31.553494,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000150,0,130.564867,31.621014,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000151,0,130.5022,31.653764,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000152,0,130.458244,31.486944,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000153,0,130.483044,31.529547,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000154,0,130.587339,31.660264,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000155,0,130.5877,31.663042,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000156,0,130.549872,31.671757,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000157,0,130.516503,31.703728,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000158,0,130.442383,31.488194,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000159,0,130.484872,31.718892,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000160,0,130.49005,31.469417,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000161,0,130.535839,31.649292,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000162,0,130.540986,31.310883,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000163,0,130.561475,31.687033,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000164,0,130.563761,31.324746,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000165,0,130.574347,31.303661,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000166,0,130.501394,31.634819,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000167,0,130.633636,31.554081,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000168,0,130.562531,31.675283,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000169,0,130.535539,31.374153,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000170,0,130.568339,31.669292,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000171,0,130.523364,31.671533,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000172,0,130.499864,31.70695,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000173,0,130.522678,31.355069,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000174,0,130.542122,31.383097,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000175,0,130.537206,31.357014,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000176,0,130.441236,31.616094,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000177,0,130.491628,31.513131,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000178,0,130.490986,31.598678,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000179,0,130.539144,31.659403,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000180,0,130.487875,31.622789,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000181,0,130.562086,31.742283,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000182,0,130.472567,31.681336,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000183,0,130.495524,31.531929,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000184,0,130.528947,31.744894,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000185,0,130.470986,31.646094,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000186,0,130.509536,31.476947,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000187,0,130.673856,31.624375,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000188,0,130.572347,31.302356,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000189,0,130.600422,31.592486,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000190,0,130.570725,31.727089,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000191,0,130.508342,31.470419,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000192,0,130.532614,31.703506,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000193,0,130.441433,31.579381,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000194,0,130.499508,31.525717,EPSG:6668,25000,1,,,,,,0,,,,
462012,0000195,0,130.540253,31.704978,EPSG:6668,25000,1,,,,,,0,,,,
