lg_code,pref,pref_kana,pref_roma,county,county_kana,county_roma,city,city_kana,city_roma,ward,ward_kana,ward_roma,efct_date,ablt_date,remarks
162019,富山県,トヤマケン,Toyama,,,,富山市,トヤマシ,Toyama-shi,,,,1947-04-17,,
162027,富山県,トヤマケン,Toyama,,,,高岡市,タカオカシ,Takaoka-shi,,,,1947-04-17,,
162043,富山県,トヤマケン,Toyama,,,,魚津市,ウオヅシ,Uozu-shi,,,,1947-04-17,,
162051,富山県,トヤマケン,Toyama,,,,氷見市,ヒミシ,Himi-shi,,,,1947-04-17,,
162060,富山県,トヤマケン,Toyama,,,,滑川市,ナメリカワシ,Namerikawa-shi,,,,1947-04-17,,
162078,富山県,トヤマケン,Toyama,,,,黒部市,クロベシ,Kurobe-shi,,,,1947-04-17,,
162086,富山県,トヤマケン,Toyama,,,,砺波市,トナミシ,Tonami-shi,,,,1947-04-17,,
162094,富山県,トヤマケン,Toyama,,,,小矢部市,オヤベシ,Oyabe-shi,,,,1947-04-17,,
162108,富山県,トヤマケン,Toyama,,,,南砺市,ナントシ,Nanto-shi,,,,1947-04-17,,
162116,富山県,トヤマケン,Toyama,,,,射水市,イミズシ,Imizu-shi,,,,1947-04-17,,
163210,富山県,トヤマケン,Toyama,中新川郡,ナカニイカワグン,Nakaniikawa-gun,舟橋村,フナハシムラ,Funahashi-mura,,,,1947-04-17,,
163228,富山県,トヤマケン,Toyama,中新川郡,ナカニイカワグン,Nakaniikawa-gun,上市町,カミイチマチ,Kamiichi-machi,,,,1947-04-17,,
163236,富山県,トヤマケン,Toyama,中新川郡,ナカニイカワグン,Nakaniikawa-gun,立山町,タテヤママチ,Tateyama-machi,,,,1947-04-17,,
163422,富山県,トヤマケン,Toyama,下新川郡,シモニイカワグン,Shimoniikawa-gun,入善町,ニュウゼンマチ,Nyuzen-machi,,,,1947-04-17,,
163431,富山県,トヤマケン,Toyama,下新川郡,シモニイカワグン,Shimoniikawa-gun,朝日町,アサヒマチ,Asahi-machi,,,,1947-04-17,,
